		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D22501	"Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA"	0.382782947	0.269080729	0.201005788	0.005567186	0.0375118	0.218816045	0.042751842	0.06668343	0.000362177	1.07E-06	0.000150527	5.17E-05	3.45E-06	1.25E-20
D17784	Replication initiation and membrane attachment	0.382782947	0.269080729	0.201005788	0.005567186	0.0375118	0.218816045	0.042751842	0.06668343	0.000362177	1.07E-06	0.000150527	5.17E-05	3.45E-06	1.25E-20
D13123	oxidoreductases (related to aryl-alcohol dehydrogenases)	0.382782947	0.269080729	0.201005788	0.005567186	0.0375118	0.218816045	0.042751842	0.06668343	0.000362177	1.07E-06	0.000150527	5.17E-05	3.45E-06	1.25E-20
D11262	LysR substrate binding domain	0.382782947	0.269080729	0.201005788	0.005567186	0.0375118	0.218816045	0.042751842	0.06668343	0.000362177	1.07E-06	0.000150527	5.17E-05	3.45E-06	1.25E-20
D1276	amino acid ABC transporter	0.382782947	0.269080729	0.201005788	0.005567186	0.0375118	0.218816045	0.042751842	0.06668343	0.000362177	1.07E-06	0.000150527	5.17E-05	3.45E-06	1.25E-20
D10201	hydrolase	0.382782947	0.269080729	0.201005788	0.005567186	0.0375118	0.218816045	0.042751842	0.06668343	0.000362177	1.07E-06	0.000150527	5.17E-05	3.45E-06	1.25E-20
D21561	Tryptophanyl-tRNA synthetase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D21540	Trypsin-like peptidase domain	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D21323	transporter of a GTP-driven Fe(2 ) uptake system	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D17295	Putative ATPase subunit of terminase (gpP-like)	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D15822	Plasmid recombination enzyme	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D15594	Phosphoglycerate mutase family	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D15468	Phosphate acyltransferases	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D15292	"Phage integrase, N-terminal SAM-like domain"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D15000	"PFAM Transposase, Mutator family"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D14771	PFAM regulatory protein GntR HTH	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D14507	PFAM NUDIX hydrolase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D13404	peptidase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D13203	ParB-like nuclease domain	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D10634	"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D10202	Hydrolase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D9805	"helix_turn_helix, mercury resistance"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D9694	haloacid dehalogenase-like hydrolase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D9086	Glutamate synthase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D9085	glutamate synthase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D8979	GHKL domain	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D6255	"Cupin 2, conserved barrel domain protein"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D5377	COG1192 ATPases involved in chromosome partitioning	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D5156	COG0500 SAM-dependent methyltransferases	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D4159	citrate synthase	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D3990	Cellulose biosynthesis protein BcsQ	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D3715	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D3614	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D2233	Belongs to the CinA family	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D617	"ABC-type sugar transport system, permease component"	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D2219	Belongs to the CarA family	0.382270987	0.256643048	0.201005788	0.005550007	0.036531315	0.240944986	0.042965915	0.064638528	0.000531105	1.03E-06	0.000150527	5.40E-05	5.47E-06	1.06E-20
D22356	Xylose isomerase-like TIM barrel	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D18770	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D18680	serine threonine protein kinase	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D17153	"Psort location CytoplasmicMembrane, score 9.99"	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D17036	Protein tyrosine kinase	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D14399	"PFAM metal-dependent phosphohydrolase, HD sub domain"	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D10106	homoserine dehydrogenase	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D9699	"HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain"	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D8282	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D5839	COGs COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D5524	"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family"	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D3444	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D5100	COG0366 Glycosidases	0.384321281	0.269502146	0.201005788	0.005619005	0.038514013	0.240944986	0.043180869	0.066524308	0.000344101	1.05E-06	0.000148613	5.09E-05	5.47E-06	1.18E-20
D17406	Putative threonine/serine exporter	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D14413	PFAM methyltransferase small	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D13621	permease	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D12951	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit"	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D11632	Metal dependent phosphohydrolases with conserved 'HD' motif.	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D11073	"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine"	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D9599	GTPase of	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D8747	"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors"	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D8536	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D8210	Exonuclease	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D7907	"Efflux ABC transporter, permease protein"	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D5195	"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components"	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D3790	"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)"	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D3736	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D3714	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D2544	Belongs to the phosphoglycerate kinase family	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D1229	alpha/beta hydrolase fold	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D2241	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	0.385863295	0.250371828	0.201005788	0.005414243	0.035572208	0.240944986	0.048256324	0.056260032	0.000337538	1.08E-06	0.000160435	5.43E-05	1.19E-06	7.07E-21
D17751	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D15915	Polysaccharide deacetylase	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D14177	PFAM Glycerophosphoryl diester phosphodiesterase	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D13278	Part of the RFC clamp loader complex which loads the PCNA sliding clamp onto DNA	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D13205	"ParE toxin of type II toxin-antitoxin system, parDE"	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D12532	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D11489	May be required for sporulation	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D10666	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
D10644	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	0.386893348	0.256643048	0.201005788	0.005447907	0.036531315	0.240944986	0.048374431	0.057098184	0.000269841	1.09E-06	0.000159418	5.28E-05	1.19E-06	7.49E-21
