		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D17303	"Putative binding domain, N-terminal"	0.269173251	0.234980862	0.194906388	0.22489924	0.258865602	-0.122127575	0.071041339	0.080463419	0.166259865	0.176627802	0.080420866	0.054987671	0.133558518	0.003683694
D21179	"transferase activity, transferring acyl groups other than amino-acyl groups"	0.231829705	0.218896428	0.26356499	0.167113416	0.425119629	-0.064751764	0.082857915	0.047889024	0.209996818	0.257870738	0.015942521	0.028571057	0.059074806	-0.023320275
D21540	Trypsin-like peptidase domain	0.352250562	0.272255091	0.220506682	0.307591888	0.435903362	-0.040007441	-0.00333707	-0.010828969	0.198251722	0.236490396	0.03128596	-0.061994986	0.150170289	0.019825119
D3702	"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis"	0.199778557	0.25393741	0.236140823	0.075340332	0.24160907	-0.099282404	0.047763215	0.117191558	0.185046006	0.266088421	0.029497337	0.077985521	0.107122972	-0.007627974
D19959	Thymidylate synthase	0.140022211	0.289458118	0.17229929	0.056521166	0.191081571	-0.154441306	0.018107709	0.104501232	0.23462693	0.30025321	-0.047480627	0.022885633	0.093541547	-0.040433278
D2963	biosynthesis protein ThiH	0.311079358	0.321530403	0.275474653	0.223827366	0.187759392	-0.059568757	-0.015663087	0.190380369	0.190386157	0.279406923	0.049713912	0.119654474	0.056400013	0.054533821
D13062	overlaps another CDS with the same product name	0.323769864	0.266162187	0.253790928	0.150942071	0.239910311	-0.076283567	-0.074617238	0.147625208	0.212940843	0.223702671	0.03951237	0.093991961	0.104470453	0.086413231
D3153	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage"	0.306818549	0.268902681	0.227172098	0.124189426	0.189995525	-0.112176223	0.020040914	0.172761097	0.1970287	0.221829582	0.055687966	0.050721617	0.11357659	0.016458387
D7111	DNA-dependent ATPase activity	0.277500607	0.248871117	0.239003874	0.161233128	0.255864406	-0.088601681	0.003873439	0.119550544	0.195823962	0.219847554	0.015650333	0.076263209	0.155786537	0.039956743
D9843	Hemerythrin HHE cation binding domain	0.287711793	0.266878887	0.344345636	0.19810521	0.27010278	-0.081969416	-0.072590898	0.208116461	0.153298747	0.210476399	0.131624219	0.031976526	0.119068333	0.100487307
D22373	YbaK proline--tRNA ligase associated domain protein	0.368668672	0.284567275	0.272909469	0.130252287	0.310401325	-0.063721387	-0.015663087	0.256405993	0.144046219	0.208574129	0.060639038	0.118593125	0.051635035	0.169178785
D2474	Belongs to the N(4) N(6)-methyltransferase family	0.343499057	0.238754197	0.245465449	0.236429611	0.261399234	-0.110535192	0.033555535	0.202138625	0.08579176	0.182817557	0.052757021	0.029497972	0.218181941	0.19562183
D2685	Belongs to the universal ribosomal protein uS2 family	0.340000186	0.220783637	0.265680043	0.208751033	0.289330562	0.033863838	0.02226537	0.13876503	0.180337616	0.159237993	0.077414066	0.020064117	0.077755361	0.223415214
D8203	exodeoxyribonuclease III	0.406834947	0.244036995	0.220550516	0.169011752	0.216742892	-0.171648464	0.060915809	0.181817672	0.144441851	0.213022918	0.245024878	-0.004155806	0.026865996	0.055935702
D3742	"Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate"	0.350749283	0.341799091	0.270082379	0.232173127	0.26930159	-0.135953634	-0.036227436	0.193462814	0.157875134	0.200738344	0.10667414	0.00017224	0.008857589	0.024508805
D510	"Abc transporter, permease protein"	0.367622399	0.275425036	0.230963674	0.20823061	0.225577408	-0.118152696	0.002019486	0.166254662	0.138776435	0.215357584	0.108373351	0.037130003	0.019700548	0.113142363
D17820	"Required for formation of the rod structure of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin"	0.391231176	0.186799798	0.251428226	0.223802893	0.22441829	-0.120783934	0.006507234	0.168179861	0.101943889	0.180412245	0.102436419	0.038683784	0.057723984	0.041363874
D21360	Transposase DDE domain group 1	0.281425998	0.291917524	0.191674475	0.249483054	0.211967057	-0.196355659	0.056678115	0.146170951	0.202349876	0.323090204	0.155354967	0.015646725	0.0585462	0.106148564
D628	"ABC-type transport system involved in Fe-S cluster assembly, ATPase component"	0.332752291	0.232429565	0.205244709	0.172268371	0.252494724	-0.094167952	0.006507234	0.234094999	0.194212222	0.284601125	0.144530244	-0.127570762	0.106952393	0.073141063
D10145	HTH domain	0.337747978	0.235532692	0.168366912	0.196469769	0.223349814	-0.158179334	0.072974555	0.248035626	0.25348743	0.260436684	0.014886604	-0.065193126	0.015446885	0.089611928
D9814	Helix-turn-helix domain	0.394592084	0.113999298	0.310796085	0.557422597	0.268374055	-0.291685722	0.022082256	-0.089225274	0.110951242	0.087556155	0.21462807	-0.100789734	0.345844616	0.033009737
D10763	IrrE N-terminal-like domain	0.382080958	0.142059243	0.28201981	0.428014895	0.247218926	-0.278745426	-0.052276577	-0.104322258	0.060946958	0.067147154	0.211813124	-0.111536894	0.300741874	0.106013231
D10505	Integrase core domain	0.457920764	0.028143671	0.342407429	0.544349838	0.293730779	-0.192471793	0.032246121	-0.02078159	0.089683694	0.087481123	0.176061116	-0.186225142	0.357468496	0.025193389
D21362	Transposase domain (DUF772)	0.374169661	0.040167039	0.259567923	0.487991526	0.283540556	-0.210581245	0.052102521	-0.068203881	0.065323001	-0.016572005	0.173531534	-0.154997121	0.292394969	0.113809447
D17129	"Psort location Cytoplasmic, score"	0.297341402	0.18326459	0.278720815	0.559654488	0.252057225	-0.229586656	0.172278482	-0.087645557	0.049312336	0.042163135	0.21367763	0.021700252	0.353885157	0.075739144
D17620	Recombinase	0.262607439	0.122671231	0.229033325	0.545062728	0.228619623	-0.102370912	0.065929297	-0.037076537	0.138677696	0.128633159	0.13998614	-0.021100823	0.391536113	0.183490487
D11461	MatE	0.326102079	0.074770696	0.341904752	0.484978303	0.376685084	-0.122413469	0.034596074	-0.134335818	0.015021107	0.054066525	0.135233465	0.124342725	0.308318453	-0.060595922
D17140	"Psort location CytoplasmicMembrane, score"	0.308364903	0.144224698	0.280989985	0.420820159	0.305940327	-0.20657205	0.073105985	-0.041710782	0.012748884	0.057718965	0.079508406	0.163159227	0.269986484	-0.001770692
D15000	"PFAM Transposase, Mutator family"	0.245371285	-0.020238586	0.345804868	0.538569616	0.403556194	-0.270451619	0.114212877	-0.043022219	-0.035888377	-0.029800031	0.11647186	0.049489367	0.349337113	-0.027813454
D7078	DNA topoisomerase	0.364825153	0.076227079	0.286509332	0.473799244	0.479160014	-0.208137363	-0.024962897	-0.020350472	0.032560202	-0.011906657	0.134148705	0.141892698	0.182579801	-0.014342943
D21388	"Transposase, Mutator family"	0.413177245	0.080487301	0.345286237	0.523978424	0.551458601	-0.243121771	0.101935116	-0.058768716	-0.005352318	0.04474594	0.111559814	0.040623483	0.309518822	0.036961134
D14436	PFAM multi antimicrobial extrusion protein MatE	0.222395828	0.063041003	0.358976081	0.440161715	0.244331152	-0.291647353	-0.035794979	-0.036129214	-0.051880186	0.051709915	0.020799426	0.005121008	0.371505028	-0.040026612
D18950	SMART Elongator protein 3 MiaB NifB	0.23939308	0.144721461	0.358862167	0.45076478	0.311575389	-0.217265592	-0.074112127	0.006947876	-0.016056955	0.074194123	0.105778094	0.101780353	0.257147131	-0.077352647
D21359	Transposase DDE domain	0.236373569	0.091548227	0.357744245	0.478047889	0.373016721	-0.190215554	0.04117257	0.025232314	0.061965683	0.049515664	0.098411876	-0.034701838	0.245193214	-0.002500975
D6906	DNA integration	0.324943508	0.08762006	0.243122656	0.505373685	0.380707313	-0.297664244	-0.116769667	-0.128012991	0.066242179	0.049379065	0.004845171	-0.100831383	0.251908632	-0.105430918
D13203	ParB-like nuclease domain	0.208368874	0.18452934	0.228145352	0.466973962	0.266204104	-0.295447867	-0.03816836	0.00241978	0.085387284	0.150174845	0.025784422	-0.04074996	0.254482409	-0.057309287
D21347	Transposase	0.258054463	0.143661495	0.234250127	0.554587977	0.1145017	-0.262964321	-0.035544282	-0.014082249	0.124296836	0.150289671	0.147101166	-0.07972068	0.352431306	-0.043278501
D17621	recombinase activity	0.180613678	0.301090322	0.315198048	0.506110465	0.274010184	-0.010717776	0.094324109	0.098255014	0.223749411	0.188403908	0.172149869	0.063900965	0.238201281	0.211127796
D22191	Virulence-associated protein E	0.135150163	0.234867157	0.271020793	0.474062866	0.246898127	-0.041172877	-0.102751268	0.039720784	0.109724554	0.086566141	0.120406023	0.115152271	0.244141393	0.164017791
D5172	COG0534 Na -driven multidrug efflux pump	0.126013871	0.14065042	0.311354224	0.488189807	0.152680961	-0.110470176	0.114842873	0.119207193	0.149399727	0.133439106	0.094315649	-0.071009228	0.259059612	0.043830508
D22516	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	0.168566737	0.354523666	0.409619019	0.531893398	0.222828631	-0.104233828	0.139006889	0.241050052	0.295547358	0.130388461	0.168803961	-0.086506509	0.323911326	0.050756342
D2329	Belongs to the FPP GGPP synthase family	0.375264102	0.115854863	0.250454922	0.26705153	0.386760133	-0.168966778	-0.035291534	0.024034721	0.056410658	0.105068822	0.068326934	-0.108947639	0.115324508	-0.08133067
D2478	Belongs to the NAD(P)-dependent epimerase dehydratase family	0.376500452	0.035266204	0.201897955	0.349626836	0.404535276	-0.173908387	0.006510022	0.048914757	0.151141725	0.115050295	-0.013240475	-0.016262907	0.13727264	-0.120232052
D10628	Involved in the binding of tRNA to the ribosomes	0.262498408	0.047326827	0.261310374	0.376362215	0.367515227	-0.095271539	-0.023061409	-0.009518156	0.113299879	0.101638485	0.025823442	0.000973947	0.170067397	-0.090160899
D11462	Mate efflux family protein	0.231907057	0.217779215	0.381649825	0.35536402	0.393465767	-0.186810791	-0.039836122	0.092845877	0.172564214	0.19321184	0.04729959	0.047725105	0.203564825	-0.120734038
D3411	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro)	0.266688895	0.171586555	0.309712213	0.419381445	0.414535136	-0.099463267	-0.097172799	0.099734397	0.120434192	0.155943626	0.108182699	-0.115912839	0.224753099	0.026552607
D1960	Bacterial DNA-binding protein	0.322034784	0.150192596	0.267316061	0.336846675	0.40897982	-0.146124512	-0.099296233	0.073758477	0.141073318	0.139902102	0.125687165	-0.032613935	0.102624977	-0.051156547
D2195	Belongs to the bacterial histone-like protein family	0.300458476	0.202034818	0.330947636	0.357341854	0.391117547	-0.120554472	-0.027731622	0.073154354	0.141513286	0.193952404	0.165078101	-0.086043644	0.168556635	-0.082234863
D7452	Domain of unknown function (DUF4316)	0.421216625	0.219088075	0.210625237	0.43781678	0.370724276	-0.130433379	-0.055962934	0.028635189	0.187452039	0.225467019	0.111189409	-0.037846716	0.255041882	0.009655157
D14399	"PFAM metal-dependent phosphohydrolase, HD sub domain"	0.467930289	0.212165414	0.280699724	0.426076822	0.340659341	-0.100220137	-0.108983297	0.060843337	0.142023802	0.216761231	0.086237438	-0.078812954	0.250166357	0.016834149
D3714	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	0.288269415	0.266806502	0.321681433	0.398325629	0.301778872	-0.062738953	-0.099698955	0.149412378	0.217714709	0.26957952	-0.004181944	0.022780442	0.211621535	-0.007432539
D8747	"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors"	0.368778056	0.215224617	0.31400176	0.400736182	0.320917955	-0.047092192	-0.119908202	0.105170076	0.139132539	0.204999084	0.06340485	0.026439789	0.148410803	-0.024379457
D13297	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	0.371741011	0.283318916	0.265352811	0.318829488	0.301229579	-0.012651298	-0.082023415	0.043534874	0.18316538	0.281220766	0.058626077	-0.014059004	0.224590632	0.047021326
D17846	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	0.351356014	0.222626575	0.273510508	0.377378034	0.339565412	-0.034500733	-0.091656859	0.115492616	0.119863036	0.221651119	0.030436743	-0.090810726	0.170240777	0.120206346
D9779	Helicase C-terminal domain protein	0.328206992	0.164995816	0.186421854	0.410878744	0.289929231	-0.090154215	0.068720319	0.221372427	0.218626692	0.147787061	0.099280411	0.008943732	0.116128163	0.158992779
D212	"3-hydroxyacyl-CoA dehydrogenase, NAD binding domain"	0.343031349	0.230782768	0.336486211	0.31237729	0.362771022	-0.142972724	0.041301718	0.140947951	0.176055193	0.285558408	0.070048358	0.013021149	0.164697778	0.079160655
D17735	Relaxase/Mobilisation nuclease domain	0.382157396	0.232950599	0.232759259	0.385038075	0.262163563	-0.165743468	0.048476023	0.065216992	0.197874464	0.208997165	0.073251478	0.018504987	0.222593405	0.128947098
D8112	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	0.392501703	0.195708911	0.287993688	0.371376211	0.31012762	-0.146283473	-0.028243296	0.062663052	0.178733377	0.170748503	0.209107932	0.048144687	0.163172896	0.00753365
D13341	PD-(D/E)XK nuclease superfamily	0.365606429	0.215023332	0.389627569	0.378287517	0.302932486	-0.127959723	-0.037305316	0.147571334	0.063961443	0.15488084	0.129677052	0.067799259	0.193464512	-0.011431496
D9778	helicase C-terminal domain protein	0.409709362	0.151505212	0.231941182	0.359115988	0.256625727	-0.217749248	-0.098587434	0.15428511	0.093371176	0.152014833	0.078797345	0.020851301	0.200026707	0.065157175
D21323	transporter of a GTP-driven Fe(2 ) uptake system	0.408492849	0.229154262	0.26262445	0.313121712	0.286460711	-0.176403545	-0.140741987	0.149092111	0.108121761	0.17844876	0.196904783	-0.097985645	0.080735282	0.053936753
D2336	Belongs to the GARS family	0.391931914	0.205188129	0.343303236	0.390096984	0.400231587	-0.061626127	-0.050348719	0.024120356	0.086998377	0.146598408	0.064790693	0.106426077	0.223924694	0.098772389
D7377	Domain of unknown function (DUF4143)	0.346467524	0.180460248	0.372743507	0.458663805	0.329696681	-0.006969362	-0.001411923	0.102328185	0.082123622	0.164948435	0.077980672	0.043453005	0.277431071	0.152899276
D2498	Belongs to the OMP decarboxylase family. Type 2 subfamily	0.378477629	0.173604769	0.335261052	0.415693669	0.445631108	-0.059825383	-0.027838487	0.027080864	0.114432759	0.098619027	0.099060766	-0.03469687	0.195851131	0.081296228
D18855	Single-strand binding protein family	0.357424803	0.157331657	0.350686102	0.363797406	0.4098218	-0.080649845	-0.014258044	-0.036529444	0.125052432	0.158622445	0.119386877	-0.008794957	0.241189419	0.021999524
D3406	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	0.431647283	0.123323495	0.312268546	0.455574016	0.335803461	-0.085496387	-0.026034145	-0.06692895	0.069374639	0.084665952	0.087313725	0.093924888	0.234462025	0.026533499
D17746	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone"	0.3667371	0.19591585	0.34298109	0.406795571	0.450772767	-0.14272924	-0.108546734	-0.017233551	0.113056066	0.086688088	0.041126924	0.06647776	0.186189575	-0.033722227
