		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D14507	PFAM NUDIX hydrolase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D13404	peptidase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D13203	ParB-like nuclease domain	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D10634	"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D10202	Hydrolase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D9805	"helix_turn_helix, mercury resistance"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D9694	haloacid dehalogenase-like hydrolase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D9086	Glutamate synthase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D9085	glutamate synthase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D8979	GHKL domain	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D6255	"Cupin 2, conserved barrel domain protein"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D5377	COG1192 ATPases involved in chromosome partitioning	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D5156	COG0500 SAM-dependent methyltransferases	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D4159	citrate synthase	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D3990	Cellulose biosynthesis protein BcsQ	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D3715	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D3614	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D2233	Belongs to the CinA family	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D617	"ABC-type sugar transport system, permease component"	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D2219	Belongs to the CarA family	-0.112904829	-0.146264264	-0.164633719	-0.348194139	-0.266158659	0.15114244	0.257935215	0.236139422	0.427385544	0.574821502	0.463103034	0.489518856	0.541617095	0.876425797
D22356	Xylose isomerase-like TIM barrel	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D18770	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D18680	serine threonine protein kinase	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D17153	"Psort location CytoplasmicMembrane, score 9.99"	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D17036	Protein tyrosine kinase	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D14399	"PFAM metal-dependent phosphohydrolase, HD sub domain"	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D10106	homoserine dehydrogenase	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D9699	"HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain"	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D8282	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D5839	COGs COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D5524	"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family"	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D3444	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D5100	COG0366 Glycosidases	-0.11242233	-0.142416837	-0.164633719	-0.347720969	-0.263504913	0.15114244	0.257678563	0.234540284	0.440128161	0.574435456	0.46344601	0.490939553	0.541617095	0.875924911
D17406	Putative threonine/serine exporter	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D14413	PFAM methyltransferase small	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D13621	permease	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D12951	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit"	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D11632	Metal dependent phosphohydrolases with conserved 'HD' motif.	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D11073	"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine"	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D9599	GTPase of	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D8747	"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors"	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D8536	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D8210	Exonuclease	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D7907	"Efflux ABC transporter, permease protein"	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D5195	"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components"	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D3790	"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)"	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D3736	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D3714	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D2544	Belongs to the phosphoglycerate kinase family	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D1229	alpha/beta hydrolase fold	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D2241	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	-0.112060455	-0.148187977	-0.164633719	-0.34914048	-0.267485532	0.15114244	0.251903894	0.243735329	0.440682188	0.573856388	0.461388155	0.489341269	0.572148651	0.878178899
D17751	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D15915	Polysaccharide deacetylase	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D14177	PFAM Glycerophosphoryl diester phosphodiesterase	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D13278	Part of the RFC clamp loader complex which loads the PCNA sliding clamp onto DNA	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D13205	"ParE toxin of type II toxin-antitoxin system, parDE"	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D12532	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D11489	May be required for sporulation	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D10666	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D10644	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D5347	"COG1123 ATPase components of various ABC-type transport systems, contain duplicated ATPase"	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D3794	"Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP"	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D3492	"Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate"	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D3680	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	-0.111819206	-0.146264264	-0.164633719	-0.348903895	-0.266158659	0.15114244	0.251775568	0.24293576	0.447053497	0.573663366	0.461559643	0.490051618	0.572148651	0.877928456
D18855	Single-strand binding protein family	-0.11242233	-0.142540948	-0.164633719	-0.348312432	-0.264831786	0.158405291	0.256138651	0.236672468	0.445206741	0.573663366	0.46258857	0.490761966	0.561335392	0.876175354
